ilosc 	 alpha 	 beta 	 pj_max 	 inst 	 time 	 wynik 	 regeneracja
 20 	 0.8 	 0.1 	 20 	 	 12	1.453	5956.64	54
 20 	 0.8 	 0.1 	 20 	 	 13	3.328	7324.85	143
 20 	 0.8 	 0.1 	 20 	 	 14	4.781	11176.5	130
 20 	 0.8 	 0.1 	 20 	 	 15	2.922	9681.77	88
 20 	 0.8 	 0.1 	 20 	 	 16	2.172	7551.07	96
 20 	 0.8 	 0.1 	 20 	 	 17	2.234	6337.52	55
 20 	 0.8 	 0.1 	 20 	 	 18	2.406	7853.17	104
 20 	 0.8 	 0.1 	 20 	 	 19	3.11	8780.58	148
 20 	 0.8 	 0.1 	 20 	 	 20	0.609	3251.13	50
 20 	 0.8 	 0.1 	 20 	 	 21	3.656	10564.2	130
 20 	 0.8 	 0.1 	 20 	 	 22	2.078	6703.92	75
 20 	 0.8 	 0.1 	 20 	 	 23	1.75	5359.89	81
 20 	 0.8 	 0.1 	 20 	 	 24	1.782	7519.95	52
 20 	 0.8 	 0.1 	 20 	 	 25	3.109	8435.72	83
 20 	 0.8 	 0.1 	 20 	 	 26	1.719	6881.19	74
 20 	 0.8 	 0.1 	 20 	 	 27	3.453	8535.5	88
 20 	 0.8 	 0.1 	 20 	 	 28	0.734	3888.47	75
 20 	 0.8 	 0.1 	 20 	 	 29	4.891	12991.6	87
 20 	 0.8 	 0.1 	 20 	 	 30	2.64	6171.85	131
 20 	 0.8 	 0.1 	 20 	 	 31	4.234	11607	141
 20 	 0.8 	 0.1 	 20 	 	 32	1.75	6234.95	56
 20 	 0.8 	 0.1 	 20 	 	 33	2.266	6072.74	126
 20 	 0.8 	 0.1 	 20 	 	 34	1.265	4734.78	27
 20 	 0.8 	 0.1 	 20 	 	 35	1.922	7255.2	95
 20 	 0.8 	 0.1 	 20 	 	 36	1.735	7877.24	107
 20 	 0.8 	 0.1 	 20 	 	 37	2.718	7582.3	94
 20 	 0.8 	 0.1 	 20 	 	 38	2.094	8696.71	82
 20 	 0.8 	 0.1 	 20 	 	 39	2.375	6485.87	58
 20 	 0.8 	 0.1 	 20 	 	 40	2.969	10608.6	120
 20 	 0.8 	 0.1 	 20 	 	 41	2.61	6255.7	120
 20 	 0.8 	 0.1 	 20 	 	 42	4.187	12550.4	159
 20 	 0.8 	 0.1 	 20 	 	 43	3.109	6070.62	146
 20 	 0.8 	 0.1 	 20 	 	 44	2.282	8068.7	74
 20 	 0.8 	 0.1 	 20 	 	 45	4.25	11892.5	138
 20 	 0.8 	 0.1 	 20 	 	 46	3.547	7919.57	117
 20 	 0.8 	 0.1 	 20 	 	 47	3.265	7879.06	119
 20 	 0.8 	 0.1 	 20 	 	 48	1.297	6029.53	80
 20 	 0.8 	 0.1 	 20 	 	 49	3.313	9120.95	110
wart srednie: 129.444	396971	4934	

-----------------------
 20 	 0.8 	 0.1 	 30 	 	 0	10.343	13717.3	149
 20 	 0.8 	 0.1 	 30 	 	 1	8.422	11045	117
 20 	 0.8 	 0.1 	 30 	 	 2	4.469	11112.7	139
 20 	 0.8 	 0.1 	 30 	 	 3	9.906	9120.8	183
 20 	 0.8 	 0.1 	 30 	 	 4	7.297	10641.5	120
 20 	 0.8 	 0.1 	 30 	 	 5	5.265	11863.9	100
 20 	 0.8 	 0.1 	 30 	 	 6	11.141	13343.5	158
 20 	 0.8 	 0.1 	 30 	 	 7	7.906	10816.6	137
 20 	 0.8 	 0.1 	 30 	 	 8	10.86	12140	102
 20 	 0.8 	 0.1 	 30 	 	 9	10.562	13308.8	143
 20 	 0.8 	 0.1 	 30 	 	 10	8.578	12393.3	173
 20 	 0.8 	 0.1 	 30 	 	 11	8.922	13564.6	197
 20 	 0.8 	 0.1 	 30 	 	 12	6.531	10116.9	176
 20 	 0.8 	 0.1 	 30 	 	 13	9.734	9733.97	141
 20 	 0.8 	 0.1 	 30 	 	 14	16.032	13780.6	174
 20 	 0.8 	 0.1 	 30 	 	 15	8.25	12751.5	184
 20 	 0.8 	 0.1 	 30 	 	 16	7.437	13866	162
 20 	 0.8 	 0.1 	 30 	 	 17	7.938	10473.5	177
 20 	 0.8 	 0.1 	 30 	 	 18	7.953	14344.7	127
 20 	 0.8 	 0.1 	 30 	 	 19	11.718	15351.6	214
 20 	 0.8 	 0.1 	 30 	 	 20	10.329	10819.3	118
 20 	 0.8 	 0.1 	 30 	 	 21	6.546	13034.5	118
 20 	 0.8 	 0.1 	 30 	 	 22	5.406	7074.59	177
 20 	 0.8 	 0.1 	 30 	 	 23	7.531	13480.7	204
 20 	 0.8 	 0.1 	 30 	 	 24	10.11	13723	172
 20 	 0.8 	 0.1 	 30 	 	 25	13.312	17446.2	237
 20 	 0.8 	 0.1 	 30 	 	 26	7.719	9130.28	181
 20 	 0.8 	 0.1 	 30 	 	 27	9.969	11773.3	125
 20 	 0.8 	 0.1 	 30 	 	 28	6.203	12792.6	194
 20 	 0.8 	 0.1 	 30 	 	 29	5.234	8521.32	185
 20 	 0.8 	 0.1 	 30 	 	 30	7.016	9428.7	134
 20 	 0.8 	 0.1 	 30 	 	 31	10.218	13013.2	106
 20 	 0.8 	 0.1 	 30 	 	 32	10.219	10891.1	191
 20 	 0.8 	 0.1 	 30 	 	 33	5.797	8955.43	92
 20 	 0.8 	 0.1 	 30 	 	 34	6.156	11557.2	157
 20 	 0.8 	 0.1 	 30 	 	 35	6.657	9072.05	165
 20 	 0.8 	 0.1 	 30 	 	 36	9.984	13214.6	142
 20 	 0.8 	 0.1 	 30 	 	 37	11.172	11950.2	198
 20 	 0.8 	 0.1 	 30 	 	 38	11.609	15629.7	157
 20 	 0.8 	 0.1 	 30 	 	 39	6.844	11022.6	175
 20 	 0.8 	 0.1 	 30 	 	 40	12.719	12160.7	224
 20 	 0.8 	 0.1 	 30 	 	 41	5.625	10239.7	87
 20 	 0.8 	 0.1 	 30 	 	 42	3.109	6727.34	139
 20 	 0.8 	 0.1 	 30 	 	 43	7.922	12962.3	162
 20 	 0.8 	 0.1 	 30 	 	 44	3.375	7519.95	84
 20 	 0.8 	 0.1 	 30 	 	 45	3.5	8262.99	63
 20 	 0.8 	 0.1 	 30 	 	 46	2.937	8903.28	87
 20 	 0.8 	 0.1 	 30 	 	 47	9.407	11345.6	165
 20 	 0.8 	 0.1 	 30 	 	 48	5.359	9508.97	94
 20 	 0.8 	 0.1 	 30 	 	 49	16.484	20533.3	224
wart srednie: 426.087	595839	7782	

-----------------------

-----------------------

-----------------------

-----------------------
 25 	 0.2 	 0.02 	 10 	 	 0	0.047	8035.26	19
 25 	 0.2 	 0.02 	 10 	 	 1	0.016	7207.44	23
 25 	 0.2 	 0.02 	 10 	 	 2	0.031	7285.31	16
 25 	 0.2 	 0.02 	 10 	 	 3	0.015	4794.96	16
 25 	 0.2 	 0.02 	 10 	 	 4	0.016	5631.56	19
 25 	 0.2 	 0.02 	 10 	 	 5	0.031	7252.68	22
 25 	 0.2 	 0.02 	 10 	 	 6	0.032	6661.88	24
 25 	 0.2 	 0.02 	 10 	 	 7	0.015	5079	19
 25 	 0.2 	 0.02 	 10 	 	 8	0.031	6002.67	21
 25 	 0.2 	 0.02 	 10 	 	 9	0.016	6026.13	22
 25 	 0.2 	 0.02 	 10 	 	 10	0.047	9948.76	29
 25 	 0.2 	 0.02 	 10 	 	 11	0.015	4587.99	16
 25 	 0.2 	 0.02 	 10 	 	 12	0.016	5720.4	21
 25 	 0.2 	 0.02 	 10 	 	 13	0.031	5650.26	20
 25 	 0.2 	 0.02 	 10 	 	 14	0.016	5008.52	21
 25 	 0.2 	 0.02 	 10 	 	 15	0.062	10131.1	28
 25 	 0.2 	 0.02 	 10 	 	 16	0.016	4052.44	16
 25 	 0.2 	 0.02 	 10 	 	 17	0.015	5524.75	18
 25 	 0.2 	 0.02 	 10 	 	 18	0.016	4284.56	19
 25 	 0.2 	 0.02 	 10 	 	 19	0.031	6536.96	25
 25 	 0.2 	 0.02 	 10 	 	 20	0.016	6521.54	20
 25 	 0.2 	 0.02 	 10 	 	 21	0.015	7025.88	22
 25 	 0.2 	 0.02 	 10 	 	 22	0.031	6144.97	19
 25 	 0.2 	 0.02 	 10 	 	 23	0.032	5896.3	22
 25 	 0.2 	 0.02 	 10 	 	 24	0.015	4595.96	15
 25 	 0.2 	 0.02 	 10 	 	 25	0.016	4577.76	18
 25 	 0.2 	 0.02 	 10 	 	 26	0.016	4715.85	18
 25 	 0.2 	 0.02 	 10 	 	 27	0.062	9434.22	29
 25 	 0.2 	 0.02 	 10 	 	 28	0.031	7185.91	23
 25 	 0.2 	 0.02 	 10 	 	 29	0.032	5812	23
 25 	 0.2 	 0.02 	 10 	 	 30	0.015	4576.95	19
 25 	 0.2 	 0.02 	 10 	 	 31	0.016	3637.91	20
 25 	 0.2 	 0.02 	 10 	 	 32	0.032	5989.51	24
 25 	 0.2 	 0.02 	 10 	 	 33	0	2452.57	8
 25 	 0.2 	 0.02 	 10 	 	 34	0.031	6734.87	20
 25 	 0.2 	 0.02 	 10 	 	 35	0.031	5289.2	22
 25 	 0.2 	 0.02 	 10 	 	 36	0.016	7754.36	21
 25 	 0.2 	 0.02 	 10 	 	 37	0	4405.5	17
 25 	 0.2 	 0.02 	 10 	 	 38	0.031	6361.99	7
 25 	 0.2 	 0.02 	 10 	 	 39	0.032	6218.76	23
 25 	 0.2 	 0.02 	 10 	 	 40	0.015	5957.79	18
 25 	 0.2 	 0.02 	 10 	 	 41	0.031	5244.05	22
 25 	 0.2 	 0.02 	 10 	 	 42	0.016	5237.27	19
 25 	 0.2 	 0.02 	 10 	 	 43	0.016	4278.01	14
 25 	 0.2 	 0.02 	 10 	 	 44	0.031	6303.22	23
 25 	 0.2 	 0.02 	 10 	 	 45	0.031	6757.58	19
 25 	 0.2 	 0.02 	 10 	 	 46	0.031	5397.57	22
 25 	 0.2 	 0.02 	 10 	 	 47	0.016	5422.06	22
 25 	 0.2 	 0.02 	 10 	 	 48	0.016	4227.74	19
 25 	 0.2 	 0.02 	 10 	 	 49	0.047	8132.97	26
wart srednie: 1.2597	303638	1028	

-----------------------
 25 	 0.2 	 0.02 	 20 	 	 0	0.25	12216.9	45
 25 	 0.2 	 0.02 	 20 	 	 1	0.375	16073.6	51
 25 	 0.2 	 0.02 	 20 	 	 2	0.546	15730.4	57
 25 	 0.2 	 0.02 	 20 	 	 3	0.172	9582.97	37
 25 	 0.2 	 0.02 	 20 	 	 4	0.25	10303.2	46
 25 	 0.2 	 0.02 	 20 	 	 5	0.203	8144.57	25
 25 	 0.2 	 0.02 	 20 	 	 6	0.36	15954.1	50
 25 	 0.2 	 0.02 	 20 	 	 7	0.344	16403	48
 25 	 0.2 	 0.02 	 20 	 	 8	0.203	6409.56	19
 25 	 0.2 	 0.02 	 20 	 	 9	0.218	9818.81	42
 25 	 0.2 	 0.02 	 20 	 	 10	0.516	21244.4	56
 25 	 0.2 	 0.02 	 20 	 	 11	0.234	11472.3	44
 25 	 0.2 	 0.02 	 20 	 	 12	0.188	7546.94	42
 25 	 0.2 	 0.02 	 20 	 	 13	0.422	16904.7	54
 25 	 0.2 	 0.02 	 20 	 	 14	0.265	9120.08	43
 25 	 0.2 	 0.02 	 20 	 	 15	0.344	12067.1	50
 25 	 0.2 	 0.02 	 20 	 	 16	0.375	15281.8	50
 25 	 0.2 	 0.02 	 20 	 	 17	0.234	11235.9	44
 25 	 0.2 	 0.02 	 20 	 	 18	0.156	9679.48	39
 25 	 0.2 	 0.02 	 20 	 	 19	0.172	8708.1	39
 25 	 0.2 	 0.02 	 20 	 	 20	0.078	5961.84	30
 25 	 0.2 	 0.02 	 20 	 	 21	0.36	15115	36
 25 	 0.2 	 0.02 	 20 	 	 22	0.079	9340.61	34
 25 	 0.2 	 0.02 	 20 	 	 23	0.281	10401.8	44
 25 	 0.2 	 0.02 	 20 	 	 24	0.297	13462.3	45
 25 	 0.2 	 0.02 	 20 	 	 25	0.328	14062.8	47
 25 	 0.2 	 0.02 	 20 	 	 26	0.25	12984.7	45
 25 	 0.2 	 0.02 	 20 	 	 27	0.204	11484.2	43
 25 	 0.2 	 0.02 	 20 	 	 28	0.203	8773.13	16
 25 	 0.2 	 0.02 	 20 	 	 29	0.141	11310.9	33
 25 	 0.2 	 0.02 	 20 	 	 30	0.281	12118.5	40
 25 	 0.2 	 0.02 	 20 	 	 31	0.188	10761.9	41
 25 	 0.2 	 0.02 	 20 	 	 32	0.187	9782.17	32
 25 	 0.2 	 0.02 	 20 	 	 33	0.297	12842	44
 25 	 0.2 	 0.02 	 20 	 	 34	0.422	13935.9	49
 25 	 0.2 	 0.02 	 20 	 	 35	0.187	10539.2	42
 25 	 0.2 	 0.02 	 20 	 	 36	0.157	11673.8	36
 25 	 0.2 	 0.02 	 20 	 	 37	0.25	9558.97	31
 25 	 0.2 	 0.02 	 20 	 	 38	0.218	8773.24	44
 25 	 0.2 	 0.02 	 20 	 	 39	0.344	11320.4	50
 25 	 0.2 	 0.02 	 20 	 	 40	0.234	13029.3	45
 25 	 0.2 	 0.02 	 20 	 	 41	0.11	8158.21	35
 25 	 0.2 	 0.02 	 20 	 	 42	0.281	12616.1	45
 25 	 0.2 	 0.02 	 20 	 	 43	0.265	11440.2	45
 25 	 0.2 	 0.02 	 20 	 	 44	0.266	12820.4	47
 25 	 0.2 	 0.02 	 20 	 	 45	0.313	14938.5	46
 25 	 0.2 	 0.02 	 20 	 	 46	0.187	10068.8	41
 25 	 0.2 	 0.02 	 20 	 	 47	0.234	12536.7	39
 25 	 0.2 	 0.02 	 20 	 	 48	0.266	13017.8	36
 25 	 0.2 	 0.02 	 20 	 	 49	0.219	10639.2	37
wart srednie: 13.2131	599088	2120	

-----------------------
 25 	 0.2 	 0.02 	 30 	 	 0	0.828	21619.6	66
 25 	 0.2 	 0.02 	 30 	 	 1	0.453	16049	53
 25 	 0.2 	 0.02 	 30 	 	 2	1.297	19547.8	76
 25 	 0.2 	 0.02 	 30 	 	 3	1.172	19183.6	72
 25 	 0.2 	 0.02 	 30 	 	 4	0.781	11448.5	64
 25 	 0.2 	 0.02 	 30 	 	 5	1.188	16866.8	67
 25 	 0.2 	 0.02 	 30 	 	 6	0.515	16921.3	59
 25 	 0.2 	 0.02 	 30 	 	 7	0.844	19955.7	63
 25 	 0.2 	 0.02 	 30 	 	 8	1.187	19550.6	75
 25 	 0.2 	 0.02 	 30 	 	 9	0.625	17136.5	60
 25 	 0.2 	 0.02 	 30 	 	 10	0.688	17531.6	64
 25 	 0.2 	 0.02 	 30 	 	 11	0.562	17241.1	60
 25 	 0.2 	 0.02 	 30 	 	 12	0.5	12872.2	52
 25 	 0.2 	 0.02 	 30 	 	 13	0.734	16513.5	62
 25 	 0.2 	 0.02 	 30 	 	 14	1.297	21896.5	81
 25 	 0.2 	 0.02 	 30 	 	 15	0.969	22086.7	73
 25 	 0.2 	 0.02 	 30 	 	 16	0.563	13869.3	57
 25 	 0.2 	 0.02 	 30 	 	 17	0.734	17223.9	60
 25 	 0.2 	 0.02 	 30 	 	 18	0.922	15635.2	69
 25 	 0.2 	 0.02 	 30 	 	 19	0.578	15407.6	61
 25 	 0.2 	 0.02 	 30 	 	 20	0.656	14254.8	57
 25 	 0.2 	 0.02 	 30 	 	 21	0.844	19295.9	69
 25 	 0.2 	 0.02 	 30 	 	 22	1.391	25648.6	81
 25 	 0.2 	 0.02 	 30 	 	 23	0.703	20538.9	62
 25 	 0.2 	 0.02 	 30 	 	 24	1.047	25394.4	73
 25 	 0.2 	 0.02 	 30 	 	 25	1.078	17269.9	67
 25 	 0.2 	 0.02 	 30 	 	 26	0.734	18344	65
 25 	 0.2 	 0.02 	 30 	 	 27	0.813	19018.8	69
 25 	 0.2 	 0.02 	 30 	 	 28	0.781	17803.4	56
 25 	 0.2 	 0.02 	 30 	 	 29	0.735	17902.1	67
 25 	 0.2 	 0.02 	 30 	 	 30	0.563	11995.5	58
 25 	 0.2 	 0.02 	 30 	 	 31	0.453	12970.3	23
 25 	 0.2 	 0.02 	 30 	 	 32	0.5	14317.4	56
 25 	 0.2 	 0.02 	 30 	 	 33	0.5	14833.7	58
 25 	 0.2 	 0.02 	 30 	 	 34	1.25	19808.6	70
 25 	 0.2 	 0.02 	 30 	 	 35	0.641	15972	58
 25 	 0.2 	 0.02 	 30 	 	 36	0.531	15057.4	55
 25 	 0.2 	 0.02 	 30 	 	 37	0.687	16869.2	63
 25 	 0.2 	 0.02 	 30 	 	 38	0.5	13342.8	55
 25 	 0.2 	 0.02 	 30 	 	 39	0.704	17664	62
 25 	 0.2 	 0.02 	 30 	 	 40	1.343	21254.8	78
 25 	 0.2 	 0.02 	 30 	 	 41	1.125	22402.6	71
 25 	 0.2 	 0.02 	 30 	 	 42	0.625	14835.3	60
 25 	 0.2 	 0.02 	 30 	 	 43	0.469	10385.3	51
 25 	 0.2 	 0.02 	 30 	 	 44	0.968	21146.5	72
 25 	 0.2 	 0.02 	 30 	 	 45	0.844	18254.1	69
 25 	 0.2 	 0.02 	 30 	 	 46	1.031	20361.5	75
 25 	 0.2 	 0.02 	 30 	 	 47	0.484	14727	58
 25 	 0.2 	 0.02 	 30 	 	 48	0.782	15906.2	61
 25 	 0.2 	 0.02 	 30 	 	 49	0.563	12517.6	57
wart srednie: 40.5776	885995	3233	

-----------------------

-----------------------
 25 	 0.2 	 0.05 	 10 	 	 0	0.015	6011.45	17
 25 	 0.2 	 0.05 	 10 	 	 1	0.016	5517.59	18
 25 	 0.2 	 0.05 	 10 	 	 2	0.016	6049.74	19
 25 	 0.2 	 0.05 	 10 	 	 3	0.031	7279.65	19
 25 	 0.2 	 0.05 	 10 	 	 4	0.016	5036.47	19
 25 	 0.2 	 0.05 	 10 	 	 5	0.015	6734.1	20
 25 	 0.2 	 0.05 	 10 	 	 6	0.016	7390.26	18
 25 	 0.2 	 0.05 	 10 	 	 7	0.031	6428.99	22
 25 	 0.2 	 0.05 	 10 	 	 8	0.016	3197.57	13
 25 	 0.2 	 0.05 	 10 	 	 9	0.015	6357.34	17
 25 	 0.2 	 0.05 	 10 	 	 10	0.016	6999.16	21
 25 	 0.2 	 0.05 	 10 	 	 11	0.016	6936.55	18
 25 	 0.2 	 0.05 	 10 	 	 12	0.015	6046.99	15
 25 	 0.2 	 0.05 	 10 	 	 13	0.016	5232.03	19
 25 	 0.2 	 0.05 	 10 	 	 14	0.016	4964.92	20
 25 	 0.2 	 0.05 	 10 	 	 15	0.031	9019.82	22
 25 	 0.2 	 0.05 	 10 	 	 16	0.016	6901.74	20
 25 	 0.2 	 0.05 	 10 	 	 17	0.016	6962.33	20
 25 	 0.2 	 0.05 	 10 	 	 18	0.031	10170.1	23
 25 	 0.2 	 0.05 	 10 	 	 19	0	4576.18	16
 25 	 0.2 	 0.05 	 10 	 	 20	0	4500.39	16
 25 	 0.2 	 0.05 	 10 	 	 21	0.015	8026.76	19
 25 	 0.2 	 0.05 	 10 	 	 22	0.016	5808.55	19
 25 	 0.2 	 0.05 	 10 	 	 23	0.016	5554.05	15
 25 	 0.2 	 0.05 	 10 	 	 24	0.015	6608.91	20
 25 	 0.2 	 0.05 	 10 	 	 25	0.016	5016.62	18
 25 	 0.2 	 0.05 	 10 	 	 26	0.015	4921.19	15
 25 	 0.2 	 0.05 	 10 	 	 27	0.016	4614.7	17
 25 	 0.2 	 0.05 	 10 	 	 28	0.016	5839.82	20
 25 	 0.2 	 0.05 	 10 	 	 29	0.015	4331.89	14
 25 	 0.2 	 0.05 	 10 	 	 30	0.016	5850.19	21
 25 	 0.2 	 0.05 	 10 	 	 31	0.016	4532.63	17
 25 	 0.2 	 0.05 	 10 	 	 32	0.015	7377.28	16
 25 	 0.2 	 0.05 	 10 	 	 33	0.016	4885.13	19
 25 	 0.2 	 0.05 	 10 	 	 34	0.016	4836.69	18
 25 	 0.2 	 0.05 	 10 	 	 35	0.016	9075.58	21
 25 	 0.2 	 0.05 	 10 	 	 36	0.031	6066.16	19
 25 	 0.2 	 0.05 	 10 	 	 37	0.016	7273.15	22
 25 	 0.2 	 0.05 	 10 	 	 38	0.015	4178.79	15
 25 	 0.2 	 0.05 	 10 	 	 39	0.016	4749.73	3
 25 	 0.2 	 0.05 	 10 	 	 40	0.015	4610.67	17
 25 	 0.2 	 0.05 	 10 	 	 41	0.016	6361.89	17
 25 	 0.2 	 0.05 	 10 	 	 42	0.016	6381.21	21
 25 	 0.2 	 0.05 	 10 	 	 43	0.047	9793.11	25
 25 	 0.2 	 0.05 	 10 	 	 44	0.031	8576.43	23
 25 	 0.2 	 0.05 	 10 	 	 45	0	3558.27	16
 25 	 0.2 	 0.05 	 10 	 	 46	0	5538.97	18
 25 	 0.2 	 0.05 	 10 	 	 47	0.016	7968.44	21
 25 	 0.2 	 0.05 	 10 	 	 48	0.015	4058.7	15
 25 	 0.2 	 0.05 	 10 	 	 49	0.016	6743.84	19
wart srednie: 0.8619	311535	930	

-----------------------
 25 	 0.2 	 0.05 	 20 	 	 0	0.156	10666.4	34
 25 	 0.2 	 0.05 	 20 	 	 1	0.172	12177.2	35
 25 	 0.2 	 0.05 	 20 	 	 2	0.25	13362.9	40
 25 	 0.2 	 0.05 	 20 	 	 3	0.172	11324.1	28
 25 	 0.2 	 0.05 	 20 	 	 4	0.078	10767.8	30
 25 	 0.2 	 0.05 	 20 	 	 5	0.156	11803.2	34
 25 	 0.2 	 0.05 	 20 	 	 6	0.235	14501.2	32
 25 	 0.2 	 0.05 	 20 	 	 7	0.297	16883.5	45
 25 	 0.2 	 0.05 	 20 	 	 8	0.218	12285.3	38
 25 	 0.2 	 0.05 	 20 	 	 9	0.219	16863.2	40
 25 	 0.2 	 0.05 	 20 	 	 10	0.297	14225	44
 25 	 0.2 	 0.05 	 20 	 	 11	0.203	13098.9	39
 25 	 0.2 	 0.05 	 20 	 	 12	0.25	13733.7	38
 25 	 0.2 	 0.05 	 20 	 	 13	0.359	18141.8	42
 25 	 0.2 	 0.05 	 20 	 	 14	0.313	17957.2	45
 25 	 0.2 	 0.05 	 20 	 	 15	0.125	13733.1	35
 25 	 0.2 	 0.05 	 20 	 	 16	0.171	13033.4	38
 25 	 0.2 	 0.05 	 20 	 	 17	0.266	17565.5	42
 25 	 0.2 	 0.05 	 20 	 	 18	0.281	15891.6	40
 25 	 0.2 	 0.05 	 20 	 	 19	0.281	17916.8	43
 25 	 0.2 	 0.05 	 20 	 	 20	0.125	8674.38	33
 25 	 0.2 	 0.05 	 20 	 	 21	0.235	14424.6	41
 25 	 0.2 	 0.05 	 20 	 	 22	0.25	16226	42
 25 	 0.2 	 0.05 	 20 	 	 23	0.281	12393.9	44
 25 	 0.2 	 0.05 	 20 	 	 24	0.187	14954.6	39
 25 	 0.2 	 0.05 	 20 	 	 25	0.078	11779.9	29
 25 	 0.2 	 0.05 	 20 	 	 26	0.25	15122.9	39
 25 	 0.2 	 0.05 	 20 	 	 27	0.063	6516.6	28
 25 	 0.2 	 0.05 	 20 	 	 28	0.187	11864	37
 25 	 0.2 	 0.05 	 20 	 	 29	0.172	10896.7	33
 25 	 0.2 	 0.05 	 20 	 	 30	0.25	15809.1	39
 25 	 0.2 	 0.05 	 20 	 	 31	0.172	13086	37
 25 	 0.2 	 0.05 	 20 	 	 32	0.235	12023.9	39
 25 	 0.2 	 0.05 	 20 	 	 33	0.14	11457	31
 25 	 0.2 	 0.05 	 20 	 	 34	0.172	14749.9	32
 25 	 0.2 	 0.05 	 20 	 	 35	0.328	15564.3	42
 25 	 0.2 	 0.05 	 20 	 	 36	0.156	11214.7	34
 25 	 0.2 	 0.05 	 20 	 	 37	0.282	15589.2	45
 25 	 0.2 	 0.05 	 20 	 	 38	0.218	14204.9	40
 25 	 0.2 	 0.05 	 20 	 	 39	0.204	9506.64	33
 25 	 0.2 	 0.05 	 20 	 	 40	0.063	9795.46	30
 25 	 0.2 	 0.05 	 20 	 	 41	0.14	11656.5	35
 25 	 0.2 	 0.05 	 20 	 	 42	0.156	11533.9	36
 25 	 0.2 	 0.05 	 20 	 	 43	0.156	11505.1	35
 25 	 0.2 	 0.05 	 20 	 	 44	0.172	9737.21	31
 25 	 0.2 	 0.05 	 20 	 	 45	0.141	9971.79	33
 25 	 0.2 	 0.05 	 20 	 	 46	0.063	9089.88	29
 25 	 0.2 	 0.05 	 20 	 	 47	0.078	8928.69	24
 25 	 0.2 	 0.05 	 20 	 	 48	0.125	9305.94	34
 25 	 0.2 	 0.05 	 20 	 	 49	0.203	12649.7	33
wart srednie: 9.97662	659058	1855	

-----------------------
 25 	 0.2 	 0.05 	 30 	 	 0	0.453	15976	50
 25 	 0.2 	 0.05 	 30 	 	 1	0.438	17209.8	52
 25 	 0.2 	 0.05 	 30 	 	 2	0.546	23644.4	55
 25 	 0.2 	 0.05 	 30 	 	 3	0.766	25479.3	64
 25 	 0.2 	 0.05 	 30 	 	 4	0.563	24312.6	55
 25 	 0.2 	 0.05 	 30 	 	 5	0.453	17848.6	52
 25 	 0.2 	 0.05 	 30 	 	 6	0.844	22945.6	56
 25 	 0.2 	 0.05 	 30 	 	 7	0.828	21018.5	66
 25 	 0.2 	 0.05 	 30 	 	 8	0.485	18834.5	54
 25 	 0.2 	 0.05 	 30 	 	 9	0.734	18387.4	60
 25 	 0.2 	 0.05 	 30 	 	 10	0.625	23542.3	54
 25 	 0.2 	 0.05 	 30 	 	 11	0.75	18842.7	59
 25 	 0.2 	 0.05 	 30 	 	 12	0.266	10764.4	43
 25 	 0.2 	 0.05 	 30 	 	 13	0.734	24216.4	63
 25 	 0.2 	 0.05 	 30 	 	 14	0.406	14423.7	51
 25 	 0.2 	 0.05 	 30 	 	 15	0.234	12321	40
 25 	 0.2 	 0.05 	 30 	 	 16	0.922	30417.4	67
 25 	 0.2 	 0.05 	 30 	 	 17	0.297	13722.8	40
 25 	 0.2 	 0.05 	 30 	 	 18	0.375	17591	49
 25 	 0.2 	 0.05 	 30 	 	 19	0.766	23077	57
 25 	 0.2 	 0.05 	 30 	 	 20	0.375	15207.4	49
 25 	 0.2 	 0.05 	 30 	 	 21	0.484	14709.3	50
 25 	 0.2 	 0.05 	 30 	 	 22	0.859	20832.7	64
 25 	 0.2 	 0.05 	 30 	 	 23	1.125	23442.3	69
 25 	 0.2 	 0.05 	 30 	 	 24	0.922	27280.1	63
 25 	 0.2 	 0.05 	 30 	 	 25	0.578	16744	57
 25 	 0.2 	 0.05 	 30 	 	 26	0.75	23173.1	61
 25 	 0.2 	 0.05 	 30 	 	 27	0.297	16135.3	35
 25 	 0.2 	 0.05 	 30 	 	 28	0.187	12000.7	37
 25 	 0.2 	 0.05 	 30 	 	 29	0.36	16031.5	37
 25 	 0.2 	 0.05 	 30 	 	 30	0.422	15251.2	48
 25 	 0.2 	 0.05 	 30 	 	 31	0.671	20858.5	59
 25 	 0.2 	 0.05 	 30 	 	 32	0.406	14872.3	49
 25 	 0.2 	 0.05 	 30 	 	 33	0.735	18508.2	61
 25 	 0.2 	 0.05 	 30 	 	 34	1.031	26494.8	70
 25 	 0.2 	 0.05 	 30 	 	 35	0.719	26318.8	61
 25 	 0.2 	 0.05 	 30 	 	 36	0.75	19308.8	52
 25 	 0.2 	 0.05 	 30 	 	 37	0.5	13414.7	11
 25 	 0.2 	 0.05 	 30 	 	 38	0.609	21749	50
 25 	 0.2 	 0.05 	 30 	 	 39	0.562	22120	57
 25 	 0.2 	 0.05 	 30 	 	 40	0.485	19056.2	54
 25 	 0.2 	 0.05 	 30 	 	 41	0.671	16367.6	52
 25 	 0.2 	 0.05 	 30 	 	 42	0.469	15807.4	48
 25 	 0.2 	 0.05 	 30 	 	 43	0.469	17885.7	54
 25 	 0.2 	 0.05 	 30 	 	 44	0.437	15531.3	49
